split_id,repeat_id,fold_id,dataset,null_task,feature_set,K,model,balanced_accuracy,auc,f1,sensitivity,specificity,kernel_alignment,separability_index,K_RR,K_NN,K_RN
fold01,1,1,demo_primary,time_shift,raw_topk,8,qkernel_zz,0.5,0.5555555555555556,0.5714285714285714,,,0.28894384841299425,0.166906434392734,0.1705788708356212,0.17042448108026648,0.003595241565209857
fold02,1,2,demo_primary,time_shift,raw_topk,8,qkernel_zz,0.6666666666666666,0.7222222222222222,0.5,,,0.2924232056606356,0.16890610087345367,0.17426044303010724,0.16959694546423995,0.0030225933737199357
